average_rate_per_night,bedrooms_count,city,date_of_listing,description,title,url
$349.00,3,Corpus Christi,February 2016,"*No hidden fees. All utilities included.\n*Roomy, very clean 3 bedroom/3 bath town home w/ Master down\n*2 reserved parking spots at door. \n* Resort pool with grills, picnic tables &amp; play area. \n* Close to beaches &amp; Schlitterbahn. \n* National Seashore, Corpus Christi, Rockport, Port Aransas a short drive away. \n* Boating, fishing, eateries, museums, shopping, concert halls, award winning Aquarium, AA baseball, sightseeing, horseback riding on the beach!",Gull Cottage -1 Mile To Beach - LocalTax Included,https://www.airbnb.com/rooms/14490074?location=Corpus%20Christi%2C%20TX
$45.00,2,Pflugerville,June 2017,"Best Location: 1-2 min from major highway leading to anywhere in Austin, Pflugerville, Round Rock and Georgetown. Trails and Parks close by for cycling enthusiasts. Within 5-10 from entertainment, grocery stores, the best restaurants and more (: Small townhome good for only 1-2 people to stay for a short time if you're visiting or transitioning into the area.",Windermere Heights,https://www.airbnb.com/rooms/19038948?location=Coupland%2C%20TX
$65.00,1,Pflugerville,June 2013,"We offer 2 cozy bedrooms for guest to enjoy privacy, comfort, and a family friendly environment. Our place has easy access to tollway and I-35 Hwy. You will feel at home and we can give you some tips to enjoy your stay at Austin,Texas.",Cozy 2 bedroom with lots of Privacy,https://www.airbnb.com/rooms/6306076?location=Coupland%2C%20TX
$50.00,2,Lake Dallas,February 2017,"저희 집은 University of North Texas, and NCTC, TWU. 근처에 있습니다. 저희 집의 장점은 The main point is that you can enjoy with campus, and riding to school with breakfast. 입니다. 저희 집은 출장자, (아이 동반) 가족, 반려동물 동반에 적합합니다.",Guest house for student taking audition in Denton,https://www.airbnb.com/rooms/17106918?location=Corinth%2C%20TX
$60.00,Studio,Austin,August 2015,"Cozy studio apartment in North Austin near the Domain with brand new queen mattress, fast Spectrum wifi internet, and all necessities for an optimal night's rest.",Cozy Studio Apartment Near The Domain,https://www.airbnb.com/rooms/18911218?location=Coupland%2C%20TX
$40.00,1,Corpus Christi,July 2015,"My place is close to downtown Corpus Christi, shopping, and city activities.. You’ll love my place because of the coziness and the location is close to everything.. My place is good for couples, solo adventurers, and business travelers.",Private Bedroom Perfect Price,https://www.airbnb.com/rooms/13445728?location=Corpus%20Christi%2C%20TX
$25.00,1,San Antonio,July 2016,"My place is close to the airport, parks, close access to interstateI35 (to Austin). 20 minutes to downtown and Six Flags and 35 minutes to Sea World.. You’ll love my place because of easy communication with host.. My place is good for couples, families (with kids), and solo/business FEMALE travelers. Comfortable queen size bed and access to a pack-and-play. Toddler size mattress available for the floor if needed. Room has remote controlled AC Unit, ipod and 45\",Private relaxing room with quiet ambiance,https://www.airbnb.com/rooms/13981394?location=Converse%2C%20TX
$138.00,1,Corpus Christi,July 2014,"This cute, recently updated 1 bedroom first floor condo sleeps 4 and is located on a canal in the heart of the island within walking distance from the new Schltterbahn Water Park and a few minutes from the beach, restaurants and shopping.",N. Padre Island Getaway!,https://www.airbnb.com/rooms/3599196?location=Corpus%20Christi%2C%20TX
$225.00,3,Hickory Creek,April 2013,"Quick access to I-35 but surrounded by trees, greenbelt, creek, state park, Lake Lewisville and horse pastures, giving it the feel of being out in the country while being minutes from food, shopping, fishing, theaters and other entertainment venues. Big backyard with a deck, BBQ pit, fire pit with seating and a playset suitable for small children.",Country Getaway Close to Town,https://www.airbnb.com/rooms/13044339?location=Corinth%2C%20TX
$27.00,1,Spring,February 2017,"Welcome to Spring, TX! (North Houston Area) Modern one story home with elegant high ceilings in quiet neighborhood. Come enjoy your stay in our clean &amp; spacious private bedroom. Queen size bed with closet and drawers. 5-10 minute drive to The Woodlands area. Approx. 35 minute drive to Galleria area or Downtown Houston!",Spacious Private Room- 10 mins from The Woodlands,https://www.airbnb.com/rooms/17790322?location=Conroe%2C%20TX
$50.00,1,Austin,July 2016,"My place is close to The Domain, Pflugerville, Round Rock, Samsung, Dell, Applied Materials and much more. You’ll love my place because of the outdoors BBQ Grill and Patio, clean home, feels like home!. My place is good for couples, solo adventurers, business travelers, and families (with kids). We have 3 individual bedrooms available on Airbnb. We might be hosting other guest during your stay and bathroom is shared.",Your Home Away from Home (Near Samsung),https://www.airbnb.com/rooms/14028592?location=Coupland%2C%20TX
$50.00,1,Frisco,December 2014,"Located 10 minutes north of Hwy 121/Main street. You will have a spacious room and a private bathroom. 1 mile from Hidden Cove Park/Marina and 6 miles from Cottonwood Park. Multiple shopping centers: Costco, Walmart, Kroger, Best Buy, Target, Aldi's, Home Depot, Lowe's, Restaurants and Bars!",New cozy house with spacious room (King bed),https://www.airbnb.com/rooms/6871951?location=Corinth%2C%20TX
$90.00,Studio,Corpus Christi,July 2016,Great condo within walking distance to Schlitterbahn water park and one of the best restaurants on the Island. \nLess than 2 miles to the beach and beachside bar and grill Mikel May's which is a great place to watch the sunrise or sunset.,Cozy Beach Condo,https://www.airbnb.com/rooms/17993731?location=Corpus%20Christi%2C%20TX
$215.00,2,Port Aransas,May 2015,"The Light House is a cozy cottage in the Heart of things in Port Aransas. Located just 2 blocks from downtown, you can easily walk to several restaurants, shopping, and entertainment. Two bedrooms and one bath.\nCity of Port Aransas Reg.#184031","Great for Family Fun, Light House",https://www.airbnb.com/rooms/6299476?location=Corpus%20Christi%2C%20TX
$55.00,1,Austin,January 2015,"Spacious apartment in a safe and friendly North Austin community. 15mins from downtown &amp; 6th street with plenty of surrounding restaurants, stores, and attractions. Pool and 24 hour-fitness center access",Spacious Luxury Apartment in N. Austin,https://www.airbnb.com/rooms/19381707?location=Coupland%2C%20TX
$599.00,3,Garfield,August 2013,Enjoy a fun and relaxing weekend in the country alongside the Colorado River while staying minutes from Austin. This recently remodeled 3/2 home is ready for your next vacation getaway.,"River Retreat, 15 Miles from Austin",https://www.airbnb.com/rooms/2789144?location=Coupland%2C%20TX
$300.00,3,Gun Barrel City,February 2017,"LAKE HOUSE with wide open-water on the sunset side of Cedar Creek Lake. 3 bedrooms, 2 baths, conveniently located 10 minutes from restaurants and shops, within one hour drive southeast of Dallas. Fully stocked kitchen, large grill, DVD movies, Xbox 360, and loads of board games. Enjoy boating, jet skiing (nearby rentals), fishing, swimming, kayaking, relax &amp; adore the beautiful view on the porch or at the fire pit making S'more:) 2 bedrooms have walk out balcony facing the gorgeous lake view.",Waterfront Sunsets LAKE HOUSE-newly listed !,https://www.airbnb.com/rooms/17475192?location=Corsicana%2C%20TX
$550.00,3,Athens,June 2016,This is a beautifully furnished home nestled in East Texas on a large ranch. Very private and quite for those who need rest and relaxation. Everything you need for comfort away from home is right here. There are 3 bedrooms and 4 full baths. There are many things to do that is a 45 minute drive or less. *Notice-This house is not located at the lake. Cedar Creek lake is 20 minutes but there is a small private lake on the property. 10 miles from Athens and 15 miles from Malakoff. 45 min from Canton.,150 wooded acre private home.,https://www.airbnb.com/rooms/17711321?location=Corsicana%2C%20TX
$140.00,2,Cedar Hill,April 2017,"Beautiful 2 bedroom 1 bath. Large living space with all the amenities and new appliances. Back patio looking over creek and wooded area. Less than 15 Minutes to downtown Dallas. Also close to numerous shopping areas including Uptown Mall. Country feel within city limits. Farm animals including chickens, goats, and sheep on the other side of a 3.6 acre property.",Modern Getaway,https://www.airbnb.com/rooms/18135054?location=Corsicana%2C%20TX
$39.00,1,Austin,April 2014,"Enjoy a peaceful stay hosted by an Airbnb Superhost in one of the most sought out areas of North Austin! 25 min drive to Downtown &amp; minutes away from tech companies such as Amazon, Dell, IBM, GM &amp; Samsung &amp; shopping/restaurants @ the Domain/Whole Foods.",Home Away from Home,https://www.airbnb.com/rooms/7495750?location=Coupland%2C%20TX
$68.00,Studio,San Antonio,April 2015,"Excellent design and natural beauty make this clean, comfy studio apartment special. Two private entrances and equipped for business or leisure. Bathroom has exquisite fixtures and hand-crafted cabinets, IKEA kitchenette. Queen bed and full pull-out. Pack-and-play for small guests. Sunny patio, view of the enclosed backyard. Covered parking, laundry room (shared with house). Central to diverse Military City USA, yet a short walk to 1,000-acre park. Airport 10 min., Downtown 20, Lackland 25.",Superb Studio Apartment with Garden View,https://www.airbnb.com/rooms/17255843?location=Converse%2C%20TX
$73.00,4,Hillsboro,January 2017,"Southern Living Luxuries Manor with loads of nice amenities, comforts, and hi-tech connectivity ! \nPrefect for Private Get-Aways, Special Occasions, Relaxing Romance, Recharge Events, Business or Personal Retreats, Creative Inspirations, Adventurous Explorers, and Blissfully Sweet Travel Treats !\n\nNOTE: Neat Clean Honest People of All Kinds and All Lifestyles are very welcome here at the Southern Charm Privacy Manor.",Southern Charm Privacy Manor,https://www.airbnb.com/rooms/16942861?location=Corsicana%2C%20TX
$110.00,2,Malakoff,July 2016,"Cozy, quiet experience for one to four persons. A complete home with kitchen, laundry room, linens and cooking needs.",Water View Cottage,https://www.airbnb.com/rooms/15445133?location=Corsicana%2C%20TX
$45.00,1,Corpus Christi,January 2015,Convenient place to stay on the south side of town located just 20 minutes from the beach and down town. Open kitchen and living area for your comfort and use. Nice fenced back yard with sitting area.,Comfy home with large living area.,https://www.airbnb.com/rooms/5004261?location=Corpus%20Christi%2C%20TX
$110.00,3,Austin,February 2017,"Spacious, cozy home in quiet neighborhood with a perfect location for Austin area travelers!! Great, central location to Round Rock, Cedar Park, Downtown Austin, Town Lake, Airport, Circuit of the Americas, and more. \n\n\nAir mattress available.\n\nPets are welcome upon approval for an extra $15/night ($5/night for each additional pet).","Spacious, 3 Bed/2.5 Bath Home w/Perfect Location",https://www.airbnb.com/rooms/18427348?location=Coupland%2C%20TX
